,title,rating,cook_time,calories,sodium,fat,protein,carbs,fiber,personal_rating,ingredients,links
151,Mediterranean Baked Zucchini Sticks,4.5,30,50.0,135.0,2.0,2.0,6.0,2.0,"[['Milica Bojovic', 5], ['Lastar T.', 5], ['Annica Gleichner', 5], ['Emily Etscheid', 5], ['Harshada Prabhune', 4], ['Trish', 5], ['Ashley Lewis', 5], ['JP', 2], ['Amelia', 5], ['Samantha Beschta', 4], ['Mary M.', 3], ['Sarah', 4], ['Sydney Peacock', 2], ['KB', 5], ['Paige Peters', 4], ['Kathryn Gabriel', 4], ['Melanie', 4], ['Tim Gaynor', 4], ['Anna Lu', 5], ['Gertie', 5], ['Julia Boudreau', 5], ['SophiaMeak', 5], ['Kristina B.', 4], ['Kelli', 5], ['Kelly Hunn', 4], ['Tammi Lazo', 5], ['Tina Fishy', 5], ['Natalie Smith', 5]]","[['4', None, 'zucchini'], ['1', 'cup', 'red bell pepper'], ['1/2', 'cup', 'tomatoes'], ['1/2', 'cup', 'kalamata olives'], ['3', None, 'large garlic cloves'], ['1', 'tablespoon', 'oregano'], ['1/4', 'teaspoon', 'ground black pepper'], ['1/4', 'cup', 'feta cheese'], ['1/4', 'cup', 'parsley']]",https://www.yummly.com/recipe/Mediterranean-Baked-Zucchini-Sticks-2656127
152,Honey Dijon Garlic Chicken Breasts,4.5,40,320.0,270.0,13.0,26.0,26.0,0.0,"[['laura glover', 5], ['Ric', 5], ['Annie H.', 4], ['Heather Duttweiler', 5], ['Bonnie', 5], ['Theresa Marie', 4], ['Camila Santos', 5], ['Amanda Klekar', 5], ['Keith', 5], ['Teresa h.', 1], ['Christie', 5], ['Nancy', 5], ['Postell', 4], ['Geoff Wright', 3], ['Lacy Maselle', 5], ['Bob Rankin', 4], ['Schwab', 4], ['Melissa Lewington', 5], ['Jennifer Love', 4], ['Jen Mohr', 5], ['Cinda', 5], ['Yummly User', 5], ['Bonnie Mucha', 5], ['Kaitlyn Khanh Thi Dong', 5], ['PinkBossLady', 5], ['Bec', 5], ['Silveira', 5], ['Ball', 4], ['Steinbach', 5], ['Bryan', 4]]","[['4', None, 'boneless, skinless chicken breasts'], ['3', 'tablespoons', 'butter'], ['6', 'cloves', 'minced garlic'], ['1', 'pinch', 'salt'], ['1/3', 'cup', 'honey'], ['2', 'tablespoons', 'whole grain dijon mustard']]",https://www.yummly.com/recipe/Honey-Dijon-Garlic-Chicken-Breasts-2208217
153,Melt-In-Your-Mouth Fudgy Brownies ,4.5,45,530.0,200.0,27.0,6.0,77.0,4.0,"[['April Desrosiers', 5], ['Hannah Windau', 5], ['Sinead', 5], ['Prongs', 5], ['Padfoot', 5], ['naomi Chan', 4], ['Julia Shvartsman', 5], ['Laab Email', 5], ['Esie Buaful', 5], ['Tom Simpson', 5], ['Alexia Hollywood', 5], ['Dhuhanawuri Nugroho', 5], ['Rebecca Dye', 1], ['Julia', 5], ['GiftedSousChef', 5], ['Nigel', 5]]","[[None, None, 'nonstick cooking spray'], ['1/3', 'cup', 'butter'], ['1 1/4', 'cups', 'bittersweet chocolate chips'], ['1', 'cup', 'granulated sugar'], ['1/4', 'cup', 'light brown sugar'], ['1', 'teaspoon', 'vanilla extract'], ['3', None, 'eggs'], ['3/4', 'cup', 'all-purpose flour'], ['1/4', 'cup', 'cocoa powder'], ['1/4', 'teaspoon', 'baking soda'], ['1/4', 'teaspoon', 'salt'], ['1 1/3', 'cups', 'chocolate chips']]",https://www.yummly.com/recipe/Melt-In-Your-Mouth-Fudgy-Brownies--9029527
154,Cajun Chicken Breasts,4.5,30,200.0,440.0,15.0,4.0,12.0,0.0,"[['YummyTastic', 5], ['zz cameron', 4], ['Whitney W.', 5], ['John Power', 5], ['Stephen Burt', 3], ['Michelle R.', 4], ['Victoria', 5], ['Diamond Spencer', 5], ['stacy m.', 5], ['Carrie', 4], ['Todd Bush', 4], ['Arian C.', 5], ['Wesley A.', 5], ['pothier', 5], ['Flo S.', 5], ['Peter', 5], ['Scott D.', 5], ['Lynn Sjögren', 5], ['Todd M.', 5], ['Jasmine J.', 5], ['john D.', 5], ['Melinda Richardson', 5], ['Marianne', 5], ['Kathy Jeffery', 3], ['Leona', 5], ['Freddy Arreola', 5], ['Budzicki', 5], ['Naranjo', 5], ['Jared V.', 4], ['Stocker', 4]]","[['1/2', 'cup', ""hellmann's or best foods real mayonnaise""], ['1 1/2', 'tablespoons', 'spice'], ['1/2', 'cup', 'mexican blend cheese'], ['2', 'tablespoons', 'flat-leaf parsley'], ['4', None, 'boneless, skinless chicken breast halves'], ['1/4', 'cup', 'fresh bread crumbs']]",https://www.yummly.com/recipe/Cajun-chicken-breasts-297724
155,Calico Cabbage,4.5,35,460.0,1420.0,38.0,21.0,9.0,3.0,"[['Willis', 4], ['Kirsten B.', 4], ['Sara DeJarnatt', 4], ['Mershawn F.', 4], ['Gross', 4], ['kirbyrocks6', 5], ['Mint', 5], ['Dice Lynne', 5], ['Brian Smith', 4], ['Judy S.', 5], ['Monica Maybank', 5], ['Cindy', 4], ['Christa Holmes Jazmine1235', 5], ['Luci Wolf', 5], ['Alisha B.', 4], ['Hernandez', 5], ['Dabney', 5], ['YumChef', 4], ['Julie Webster', 4], ['sherri schneider', 4], ['Nicole Friedt', 4], ['Roberta Barnes', 4], ['!', 5], ['Christopher B.', 4], ['Rene H.', 4], ['Diaz', 3], ['Bob S.', 5], ['Michelle', 4], ['09234aa8-c061-46f5-bca3-807c9ec65af1', 4], ['Dario', 3]]","[['4', 'cups', 'cabbage'], ['3', 'ounces', 'onion'], ['2', 'ounces', 'red bell pepper'], ['2', 'ounces', 'green bell pepper'], ['1/2', None, 'jalapeno'], ['12', 'ounces', 'smoked sausage'], [None, None, 'black pepper']]",https://www.yummly.com/recipe/Calico-Cabbage-2682677
156,BLTA Chicken Lettuce Wraps,4.0,40,150.0,140.0,11.0,8.0,5.0,3.0,"[['Dallas Caddy', 4], [""O'Neill"", 4], ['ariceli', 5], ['Geoffrey Carney', 5], ['Fiona M.', 4], ['Tony Matejek', 4], ['Martha Heyne', 5], ['Tonya D.', 5], ['Cindy Keen', 3], ['Olivia T.', 5], ['Janine Zielaznicki', 5], ['Marina Padilla', 5], ['Zania', 3], ['Dan', 5]]","[['1', 'cup', 'cooked chicken breasts'], ['3', 'strips', 'bacon'], ['1', None, 'avocado'], ['1', None, 'tomato'], ['1/4', 'cup', 'hummus'], ['2', 'tablespoons', 'light mayonnaise'], ['1', 'head', 'butter lettuce']]",https://www.yummly.com/recipe/BLTA-Chicken-Lettuce-Wraps-2150282
157,Million Dollar Spaghetti Casserole,4.5,20,320.0,670.0,19.0,11.0,26.0,3.0,"[['Hey Butter!', 5], ['Jessa Bruns', 5], ['Lisa', 5], ['Ashley B', 4], ['Lilanjel', 5], ['Kayla', 5], ['James K.', 5], ['Amy', 5], ['Rebekah Dooley', 5], ['Leslie m.', 4], ['James Hunter', 5], ['Jennifer Needler', 5], ['Haggin', 5], ['Dbrox', 4], ['Danni', 5], ['Allen', 4], ['Gabby Boss', 5], ['Sarah Lorlovick', 5], ['Morgan', 5], ['Melanie Tolley', 5], ['Roxy', 5], ['Marie Wheeler', 4], ['Abby Thralls', 5], ['Dyer', 4], ['Mickoel Harris', 1], ['Angela', 4], ['Kari Prihoda', 5], ['Melissa Callaway', 5], ['Chantel Paczkowski', 5], ['Sarah Goldenstein', 5]]","[['3', 'cups', 'noodles'], ['28', 'ounces', 'spaghetti sauce'], ['8', 'ounces', 'cream cheese'], ['1/4', 'cup', 'sour cream'], ['1', 'cup', 'cottage cheese'], ['3/4', 'cup', 'shredded cheddar cheese']]",https://www.yummly.com/recipe/Million-Dollar-Spaghetti-Casserole-2409890
158,Crockpot Chicken Quesadilla Soup,4.0,55,610.0,1390.0,23.0,34.0,69.0,15.0,"[['David Eastman', 5], ['Lisa Segura', 5], ['Ann', 5], ['Kimmel', 4], ['Kara B.', 4], ['Krista Olmstead Weydert', 5]]","[['1', None, 'green bell pepper'], ['1/2', 'cup', 'diced yellow onion'], ['1', 'pound', 'boneless skinless chicken breasts'], ['10', 'ounces', 'red enchilada sauce'], ['10 1/2', 'ounces', 'diced tomatoes'], ['2', 'cans', 'black beans'], ['15', 'ounces', 'corn'], ['1', 'cup', 'chicken stock'], ['1', 'teaspoon', 'minced garlic'], ['8', 'ounces', 'full fat cream cheese'], ['1/2', 'teaspoon', 'ground cumin'], ['3/4', 'teaspoon', 'paprika'], ['1', 'teaspoon', 'seasoned salt'], ['1/4', 'teaspoon', 'pepper'], ['1/2', 'tablespoon', 'chili powder'], [None, None, 'sour cream'], [None, None, 'colby jack cheese'], [None, None, 'avocado'], [None, None, 'fresh lime'], [None, None, 'green onions'], [None, None, 'tortilla strips'], ['6', None, 'flour tortillas'], ['1/2', 'cup', 'colby jack cheese']]",https://www.yummly.com/recipe/Crockpot-Chicken-Quesadilla-Soup-2399254
159,OLD BAY® Crab Cakes,4.0,25,180.0,490.0,5.0,23.0,8.0,0.0,"[['Anderson', 5], ['sheila h.', 5], ['Jacqueline Johnston', 5], ['Sweet', 4], ['Keisha D.', 5], ['Sharon R.', 5]]","[['2', 'slices', 'white bread'], ['2', 'tablespoons', 'mayonnaise'], ['2', 'teaspoons', 'Old Bay Seasoning'], ['2', 'teaspoons', 'parsley flakes'], ['1/2', 'teaspoon', 'yellow mustard'], ['1', None, 'egg'], ['1', 'pound', 'lump crabmeat']]",https://www.yummly.com/recipe/OLD-BAY-Crab-Cakes-2187845
160,Crispy Oven Baked Pork Chops,4.0,35,450.0,1100.0,21.0,52.0,13.0,1.0,"[['Ben', 5], ['Angelica Navarro', 5], ['Craig D.', 5], ['Nicholas Pyzowski', 5], ['Sarah Talavera', 5], ['Teresa Henson', 5], ['Shy', 3], ['Jill Tucker', 5], ['Pam N.', 5], ['Kohler', 5], ['jan', 5]]","[['6', None, 'pork chops'], ['1 1/2', 'cups', 'panko'], ['1/2', 'cup', 'italian style bread crumbs'], ['1', 'teaspoon', 'paprika'], ['1/2', 'teaspoon', 'salt'], ['1/2', 'teaspoon', 'black pepper'], ['1', 'teaspoon', 'chilli powder'], ['1', 'teaspoon', 'garlic powder'], ['1', 'teaspoon', 'sugar'], ['3', 'tablespoons', 'olive oil']]",https://www.yummly.com/recipe/Crispy-Oven-Baked-Pork-Chops-2410718
161,Shroom Goulash with White Rice,4.5,15,820.0,450.0,52.0,11.0,80.0,5.0,"[['Harshada Prabhune', 5], ['Jennifer m.', 4], ['Anjani Ganapathy', 4], ['Powell', 5], ['Ashlynn Martin', 5], ['Cooking Wookiee', 3], ['Kay', 5], ['Joe Gravante', 5]]","[['1', 'bunch', 'mushrooms'], ['2', 'cups', 'quick cook parboiled brown rice'], ['2', 'cloves', 'garlic'], ['3', 'tablespoons', 'tomato paste'], ['1 1/2', 'tablespoons', 'smoked paprika'], ['1', 'tablespoon', 'mustard'], ['1', 'handful', 'fresh parsley'], [None, None, 'salt'], ['3', 'tablespoons', 'butter'], ['1 1/2', 'cups', 'heavy cream']]",https://www.yummly.com/recipe/Shroom-Goulash-with-White-Rice-9126215
162,Low Carb Taco Casserole,4.5,60,360.0,370.0,28.0,24.0,3.0,0.0,"[['YumChef', 5], ['Christine Murray', 5], ['Christine Barrows', 5], ['Kelly P.', 5], ['Robin', 5], ['Jennifer Sebren', 5], ['Shenee R.', 5], ['Trish Dyer', 5], ['pam e.', 5], ['Matt G', 4], ['jimmy', 4], ['Jess', 3], ['Paige Graham', 5], ['Katherine Brottlund', 5], ['Kala Richards', 5], ['Natalia Schull', 5], ['Theresa', 5], ['Kathy Guerin', 4], ['Buergermeister', 5], ['dennis w.', 4], ['Jackie H.', 5], ['Patricia K.', 5], ['Yummly User', 5], ['Brittany Bonneville', 5], ['BRIAN W.', 4], ['Jennifer', 4], ['Jennifer W.', 5], ['Connie Tang', 5], ['Coto', 4], ['Kim', 4]]","[['1', 'pound', 'ground beef'], ['1/4', 'cup', 'chopped onion'], ['1', None, 'jalapeno'], ['1', 'packet', 'taco seasoning'], ['1/4', 'cup', 'water'], ['2', 'ounces', 'cream cheese'], ['1/4', 'cup', 'salsa'], ['4', None, 'eggs'], ['1', 'tablespoon', 'hot sauce'], ['1/4', 'cup', 'heavy whipping cream'], ['1/2', 'cup', 'grated cheddar'], ['1/2', 'cup', 'pepperjack cheese']]",https://www.yummly.com/recipe/Low-Carb-Taco-Casserole-2557639
163,Ground Beef And Rice Casserole,4.5,120,350.0,410.0,13.0,30.0,24.0,1.0,"[['Sierra Sloan-Gauthier', 5], ['Shelley Stewart', 5], ['Karla', 3], ['Lisa', 4], ['Heather Overbeck', 5], ['Barbara', 5], ['chef m.', 4], ['Arlene Pavlock', 5], ['Lena P.', 3], ['Shannon', 4], ['Morgan Corbitt', 5], ['Pat', 5], ['Tiffany S.', 5], ['Glen H.', 5], ['Sharon', 5], ['reed', 5], ['West Gean', 5], ['Torri', 5], ['John S.', 5], ['Amanda', 5], ['sandra garcias', 5], ['The Great One', 5], ['Charraye S.', 5], ['Tammy Entem', 4], ['Julie Rucker', 3], ['Ms Angie', 5], ['Stephanie Labobe', 5], ['Jessica', 5], ['Damaris Walcott St Vistal', 3], ['SH', 4]]","[['1', 'pound', 'lean ground beef'], ['1', 'package', 'onion soup mix'], ['1', 'can', 'cream of mushroom soup'], ['1', 'cup', 'water'], ['1', 'cup', 'instant rice'], ['1', None, 'onion'], ['1/2', 'cup', 'shredded cheddar cheese']]",https://www.yummly.com/recipe/Ground-Beef-And-Rice-Casserole-1512228
164,The Original Potato Salad,4.5,25,650.0,1020.0,61.0,4.0,20.0,3.0,"[['Sheri Gigi Poyzyn W.', 4], ['Beth', 4], ['Carrie S.', 5], ['anthony reynolds', 5], ['shosh d.', 5], ['Brandon Ball', 5], ['Hudock', 4], ['Edwards', 5], ['Laura', 5], ['Tomika R.', 5], ['Paredes', 5], ['Arabelle Clitandre', 5], ['Maggie', 5], ['Michael H.', 4], ['Rwibutso', 5], ['Sydnie Paproski', 5], ['anna', 4], ['Nina', 5], ['Melissa', 5], ['Ghazal Yaghoobimanesh', 4], ['Norm B', 3], ['Annis L.', 4], ['Nicholas D.', 4], ['Emily Peters', 5], ['Lisa B.', 5], ['Ken R.', 4], ['Kindell Jackson', 5], ['Adamo', 4], ['Aaron', 5], ['Michael', 5]]","[['2', 'pounds', 'potatoes'], ['1', 'cup', ""hellmann' or best food real mayonnais""], ['2', 'tablespoons', 'red vinegar white white, wine,'], ['1 1/2', 'teaspoons', 'salt'], ['1', 'teaspoon', 'sugar'], ['1/4', 'teaspoon', 'ground black pepper'], ['1', 'cup', 'celery'], ['1/2', 'cup', 'onions'], ['2', None, 'eggs']]",https://www.yummly.com/recipe/The-original-potato-salad-303892
165,Vegetarian Chilli,4.5,120,280.0,470.0,7.0,18.0,41.0,16.0,"[['David Watts', 4], ['Giles Dunnet', 5], ['Matt Brown', 4], ['Emma', 1], ['Tanya P.', 5], ['Shanelle', 4], ['Dina', 5], ['Kelley Wolf', 5], ['Nancy Baijonauth', 5], ['Annabelle Whitehead-Broad', 3], ['Shane Jackson', 5], ['Fei L.', 5], ['silviculture', 5]]","[['175', 'grams', 'green lentils'], ['2', 'tablespoons', 'sunflower oil'], ['1', None, 'onion'], ['2', 'cloves', 'garlic'], ['2', 'teaspoons', 'chilli powder'], ['1', 'teaspoon', 'cumin seeds'], ['1', None, 'green pepper'], ['2', None, 'carrots'], ['400', 'grams', 'chopped tomatoes'], ['1', 'tablespoon', 'tomato purée'], ['300', 'milliliters', 'vegetable stock'], ['100', 'grams', 'frozen peas'], ['175', 'grams', 'mushrooms'], ['1', None, 'courgette'], [None, None, 'salt'], [None, None, 'freshly ground black pepper'], ['1', 'can', 'kidney beans']]",https://www.yummly.com/recipe/Vegetarian-Chilli-2304931
166,Pierogi Casserole,4.5,60,550.0,1280.0,36.0,22.0,37.0,1.0,"[['Denise D.', 4], ['Allyson Brake-Miller', 5], ['Jess Peterson', 4], ['Megan Gunther-Duncan', 4], ['Jayme Siefer', 4], ['Kari Gansch', 5], ['Joanne', 5], ['1b25543d-5cb6-458a-bc40-0a7d04a957ca', 5]]","[['454', 'grams', 'pierogies'], ['1', 'tablespoon', 'water'], ['7', 'ounces', 'kielbasa sausage'], ['4', 'ounces', 'cream cheese'], ['1/2', 'cup', 'sour cream'], ['1/2', 'cup', 'chicken broth'], ['1/8', 'teaspoon', 'coarse ground black pepper'], ['1', 'cup', 'shredded cheddar cheese'], ['1/2', 'cup', 'sliced green onions']]",https://www.yummly.com/recipe/Pierogi-Casserole-2589353
167,Banana Bliss Breakfast Sandwiches,4.0,15,290.0,400.0,10.0,9.0,41.0,7.0,"[['Kaylie', 5], ['Nyambura Mugo', 4], ['Constance', 5], ['Erica T.', 4], ['Bill DeSha', 5], ['Jessica Cole', 4], ['Anthony M.', 4], ['Alla D.', 5], ['artiee d.', 4]]","[['2', 'tablespoons', ""i can't believe it's not butter! spread""], ['1', 'tablespoon', 'firmly packed dark brown sugar'], ['1/4', 'teaspoon', 'ground cinnamon'], ['4', 'slices', 'whole grain bread'], ['1', None, 'banana']]",https://www.yummly.com/recipe/Banana-bliss-breakfast-sandwiches-297581
168,Cheesy Ground Beef Quesadillas,4.5,25,830.0,1380.0,53.0,49.0,38.0,3.0,"[['The Dominique', 5], ['Chris Galyardt', 5], ['Nolasco', 5], ['Kelsey', 5], ['Dreams Come True', 5], ['Anna Smead', 4], ['lawrence', 5], ['Darcy R.', 5], ['Sam M.', 5], ['Linda Lee', 5], ['Underhill', 4], ['Stephanie L.', 3], ['Elyssia Wright', 5], ['Onur Gülce', 5], ['Paige Graham', 5], ['Stephanie C.', 4], ['Millie', 4], ['Mireya', 4], ['Rhonda K.', 4], ['Ginny', 5], ['Tara James', 5], ['Krystal Leigh', 5], ['Domonic Lee', 2], ['Brankica', 5], ['Cortney Wike', 5], ['Ami K.', 5], ['Rese Davidson', 4], ['Cindy Clow', 5], ['LaGree', 5], ['Laura Grayson', 5]]","[['1/2', 'tablespoon', 'olive oil'], ['1', 'pound', 'ground beef'], ['1', 'teaspoon', 'chili powder'], ['1', 'teaspoon', 'chili powder'], ['1/2', 'teaspoon', 'oregano'], ['1/2', 'teaspoon', 'cumin'], ['1/2', 'teaspoon', 'garlic powder'], ['1/2', 'teaspoon', 'onion powder'], ['1/2', 'teaspoon', 'salt'], ['1/2', 'teaspoon', 'black pepper'], ['1', 'tablespoon', 'tomato paste'], ['2', 'tablespoons', 'unsalted beef stock'], ['12', 'ounces', 'shredded cheese'], ['6', None, 'flour tortillas'], [None, None, 'baking spray']]",https://www.yummly.com/recipe/Cheesy-Ground-Beef-Quesadillas-9003601
169,Beef Stew,4.5,120,130.0,160.0,3.0,3.0,23.0,4.0,"[['Lauren Kemp', 3], ['mark', 5], ['ZealousCulinaire', 4], ['Desiray Edwards', 5], ['Sharon Veino', 4], ['Jaycee K.', 4], ['Cynthia S.', 5], ['Shania', 5], ['Clover Weckwerth', 5], ['Candice', 4], ['Stephanie Alexander', 4], ['Hi', 5], ['Charlotte Hess', 5], ['Annalise B.', 4], ['Heather', 5], ['Drew R.', 5], ['Gabriel Gonatice', 5], ['Nurnabila Najwa', 4], ['Frums', 5], ['Howard', 4], ['tracy', 5], ['lisa', 5], ['Kylie', 5], ['Jenn', 5], ['Sarah Hart', 4], ['Rossi', 4], ['WeyWey Jenn', 4], ['Warren', 5], ['Melissa Joyner', 5], ['Chene G.', 5]]","[['2', 'pounds', 'beef stew meat'], ['3', 'tablespoons', 'flour'], ['2', 'tablespoons', 'vegetable oil'], ['1', None, 'McCormick Bay Leaves'], ['1', 'tablespoon', 'seasoned salt'], ['1/2', 'teaspoon', 'McCormick® Thyme Leaves'], ['1/4', 'teaspoon', 'McCormick Black Pepper'], ['14 1/2', 'ounces', 'beef broth'], ['4', None, 'carrots'], ['4', None, 'medium potatoes'], ['4', None, 'onions'], ['2', None, 'celery ribs']]",https://www.yummly.com/recipe/Beef-Stew-1392394
170,5-Ingredient Ground Beef Casserole,3.5,75,330.0,200.0,24.0,19.0,9.0,1.0,"[['Dorbert', 3], ['Maurane Jugand', 4], ['Kristina Dudley', 5], ['Emily', 2], ['Jenn Heeren', 5], ['Delran P.', 5], ['Bailey Slater', 4], ['Melisa', 4], ['Charlie', 1]]","[['2', 'pounds', 'ground beef'], ['10 1/2', 'ounces', 'cream'], ['10 1/2', 'ounces', 'cream'], ['3', 'cups', 'frozen potatoes'], ['1', 'cup', 'shredded cheddar cheese'], [None, None, 'salt'], [None, None, 'pepper']]",https://www.yummly.com/recipe/5-Ingredient-Ground-Beef-Casserole-2528403
171,Shepherd's Vegetarian Pie,4.5,110,280.0,830.0,12.0,6.0,38.0,6.0,"[['Lori Mizaur', 5], ['Eric Ledesma', 5], ['Austin Grutze', 5], ['Nicole', 4], ['Maeve Gust', 4], ['Lucy', 5], ['Carrie Ortiz', 3], ['Ashley Dunham', 5], ['Cassandra Naegler', 5], ['JoAnn Revesz', 3]]","[['2', 'tablespoons', 'olive oil'], ['1', None, 'onion'], ['4', 'stalks', 'celery'], ['4', None, 'small carrots'], ['2', 'cloves', 'garlic'], ['1 1/2', 'cups', 'corn'], ['1 1/2', 'cups', 'green peas'], ['16', 'ounces', 'veggie crumbles'], ['1/4', 'cup', 'tomato paste'], ['1/4', 'cup', 'water'], ['4', 'cups', 'vegetable stock'], ['1/2', 'cup', 'butter'], ['1/4', 'cup', 'all purpose flour'], ['2', 'tablespoons', 'soy sauce'], ['1/2', 'teaspoon', 'dried thyme'], ['1/4', 'teaspoon', 'dried rosemary'], ['3', 'pounds', 'potatoes'], ['1/4', 'cup', 'milk'], ['1/2', 'teaspoon', 'salt'], ['1/4', 'teaspoon', 'ground black pepper']]",https://www.yummly.com/recipe/Shepherd_s-Vegetarian-Pie-2580814
172,Thomas Keller's Chicken Breasts with Tarragon,4.0,40,420.0,550.0,21.0,50.0,4.0,0.0,"[['Carmen Pangelinan', 5], ['Bryan C.', 4], ['Mark', 5], ['Hello', 5], ['Ben Lovelock', 4], ['melissa b.', 2], ['Paulie', 5], ['Christina', 5], ['InnerFatKid', 5], ['Von Ahn', 5], ['LisaLewis Lewis', 5], ['Susan H.', 5], ['Adrienne Hisoler', 5], ['Kelly H.', 5], ['Karen C.', 5], ['Douglas Hughmanick', 5], ['Ethan R.', 4]]","[['1', 'teaspoon', 'sweet paprika'], ['1', 'teaspoon', 'yellow curry powder'], ['32', 'ounces', 'boneless, skinless chicken breasts'], [None, None, 'kosher salt'], [None, None, 'canola oil'], ['3', 'tablespoons', 'unsalted butter'], ['1', 'tablespoon', 'shallot'], ['1/4', 'cup', 'dry white wine'], ['1', 'cup', 'chicken stock'], ['1', 'tablespoon', 'fresh tarragon'], [None, None, 'freshly ground black pepper']]",https://www.yummly.com/recipe/Thomas-Keller_s-Chicken-Breasts-with-Tarragon-2435190
173,10 Minute Healthy Crispy Chicken and avocado Wraps,4.5,10,580.0,610.0,34.0,29.0,41.0,6.0,"[['Tessa Biava', 5], ['Caroline Reckart', 5], ['Darren Benedick', 3], ['Kylie', 5], ['heather yorks', 5], ['Giselle Burhyte', 5], ['Samantha Broughton', 5], ['aaron gould', 4], ['Jenna', 5], ['Sabrina Braddy', 5], ['Orion o3o', 5], ['Ashley Kenczek', 5], ['Denis Parlov', 5], ['Tana Jacobson', 5]]","[['2', 'cups', 'cooked chicken'], ['1/2', 'cup', 'cheddar cheese'], ['1', None, 'avocado'], ['1/4', 'cup', 'sour cream'], ['1/4', 'cup', 'cilantro'], ['4', None, 'tortillas'], ['1', 'tablespoon', 'oil']]",https://www.yummly.com/recipe/10-Minute-Healthy-Crispy-Chicken-and-avocado-Wraps-9128476
174,Vegetable Ramen Pad Thai,4.5,15,370.0,1660.0,19.0,11.0,43.0,5.0,"[['Dmitriy Simonoff', 4], ['Jessica H', 5], ['Kerri Ayer', 5], ['sue s.', 4], ['Nicole Imbeau', 1], ['Melissa Pierson', 5], ['Ericka Burkhardt', 2], ['helena', 5], ['Tyler Grose', 4], ['Kali Linn', 2], ['Matthew Piontkowski', 4], ['Katy', 4], ['Catherine Bush', 2], ['Heather R.', 1], ['Harvey', 4], ['Cooking Ninja', 5], ['Kassadee', 5], ['Stephanie S.', 4], ['Béatrice', 4], ['Yolande De Abreu Afonso', 5], ['Lauren', 4], ['Whitney', 1], ['Sandra Mazziotta', 4], ['Tee Newell', 5], ['Alexis Burke', 4], ['Susan', 5], ['Greg & Karol', 4], ['Carly R.', 5], ['juelle', 4], ['Tom Johnson', 3]]","[['2', 'packages', 'ramen noodles'], ['1 1/2', 'tablespoons', 'vegetable oil'], ['12', 'ounces', 'frozen mixed vegetables'], ['1/4', 'cup', 'teriyaki sauce'], ['2', 'tablespoons', 'hot water'], ['3', 'tablespoons', 'creamy peanut butter'], ['1/4', 'teaspoon', 'Sriracha']]",https://www.yummly.com/recipe/Vegetable-Ramen-Pad-Thai-2067502
175,Garlic Mushroom Quinoa,4.5,35,150.0,170.0,4.5,7.0,22.0,3.0,"[['Brigmon', 5], ['Ruthie Levy', 2], ['Renata Perr', 5], ['Falzon Parascandalo', 5], ['Ben Mcleod', 5], ['Taylor', 5], ['Karin D.', 1], ['Gerardo Sosa', 4], ['Jennine Cabrera', 5], ['Priscilla Gonzalez', 5], ['Sue S.', 5], ['Pilar Remis', 4], ['Lily Farina', 5], ['Kevin B.', 5], ['Silvy S.', 4], ['Lisa Rowland', 5], ['Adrian Ostolski', 5], ['Adrian Ostolski', 5], ['Jeremy Sperling', 4], ['Sulamita Oliveira', 3], ['Sarah Lafrenz L.', 2], ['Ashley', 4], ['Karen Lauer', 2], ['Vishal M.', 4]]","[['1', 'cup', 'quinoa'], ['1', 'tablespoon', 'olive oil'], ['1', 'pound', 'cremini mushrooms'], ['5', 'cloves', 'garlic'], ['1/2', 'teaspoon', 'dried thyme'], [None, None, 'kosher salt'], [None, None, 'freshly ground black pepper'], ['2', 'tablespoons', 'grated Parmesan']]",https://www.yummly.com/recipe/Garlic-Mushroom-Quinoa-2271313
